overall,target,summary_n_sentences,summary_n_words_per_n_sentences,summary_n_chars_per_n_words,summary_dale_chall,summary_flesch_re,summary_polarity,reviewText_n_sentences,reviewText_n_words_per_n_sentences,reviewText_n_chars_per_n_words,reviewText_dale_chall,reviewText_flesch_re,reviewText_polarity,summary_BERT,reviewText_BERT,summary_BERT_sentiment,reviewText_BERT_sentiment
5,1,1,7.0,4.285714285714286,6.24,89.75,0.0,12,11.166666666666666,4.343283582089552,7.78,84.47,0.0674157303370786,2,2,2,2
5,1,1,15.0,3.2666666666666666,6.59,91.11,0.0769230769230769,3,8.666666666666666,2.730769230769231,7.59,114.83,0.15,2,2,2,2
5,1,1,3.0,4.666666666666667,9.05,93.81,0.25,6,11.833333333333334,4.253521126760563,7.56,76.42,0.04,2,2,2,2
4,1,1,1.0,3.0,0.05,121.22,1.0,14,10.857142857142858,4.4605263157894735,7.36,77.64,0.0721649484536082,2,1,2,1
5,1,1,11.0,4.181818181818182,5.62,102.61,-0.0909090909090909,17,18.529411764705884,4.6,8.33,69.72,0.0492610837438423,1,2,1,2
4,1,1,3.0,6.0,14.31,59.97,0.3333333333333333,10,13.5,4.488888888888889,9.1,83.15,0.0,2,1,2,1
4,1,1,7.0,4.857142857142857,6.24,89.75,0.0,7,18.0,4.476190476190476,8.4,62.82,0.0396039603960396,0,1,0,1
2,1,2,1.5,4.666666666666667,14.31,119.19,0.0,4,11.0,4.545454545454546,9.68,77.43,0.0,1,1,1,1
4,1,1,3.0,6.0,9.05,93.81,0.3333333333333333,3,20.0,4.683333333333334,9.7,59.94,0.0192307692307692,2,2,2,2
5,1,1,7.0,4.285714285714286,8.5,106.67,0.1428571428571428,4,11.75,3.914893617021277,8.41,85.39,0.0789473684210526,2,2,2,2
5,1,1,3.0,5.333333333333333,0.15,93.81,0.0,10,16.0,4.38125,7.09,80.62,0.0909090909090909,1,2,1,2
3,1,1,3.0,5.0,9.05,93.81,0.0,7,20.0,4.478571428571429,8.28,69.21,0.0,1,1,1,1
4,1,1,3.0,6.666666666666667,9.05,34.59,0.25,2,10.5,4.476190476190476,6.41,86.2,0.0,2,2,2,2
3,1,1,4.0,4.25,0.2,92.8,0.0,12,13.416666666666666,4.341614906832298,8.84,74.9,0.0176991150442477,1,1,1,1
3,1,1,6.0,4.166666666666667,0.3,99.23,0.1666666666666666,7,19.571428571428573,3.978102189781022,7.34,77.87,0.0649350649350649,1,1,1,1
4,1,1,7.0,4.428571428571429,8.5,106.67,0.0,7,27.857142857142858,4.435897435897436,7.61,68.54,0.056910569105691,1,1,1,1
5,1,1,13.0,4.923076923076923,9.14,66.74,0.1538461538461538,15,13.4,4.517412935323383,8.73,83.15,0.0758620689655172,2,1,2,1
2,1,1,8.0,3.625,7.98,88.74,0.0,5,14.6,4.301369863013699,7.86,82.24,0.0333333333333333,1,1,1,1
3,1,1,2.0,4.0,0.1,120.21,0.0,12,13.333333333333334,4.35,7.52,75.71,0.0980392156862745,2,2,2,2
3,1,1,5.0,5.8,13.36,83.32,0.0,4,13.25,4.09433962264151,9.31,84.17,0.0454545454545454,0,2,0,2
2,1,1,4.0,3.25,0.2,118.18,0.0,10,8.3,3.6867469879518073,6.78,97.8,0.0,0,0,0,0
4,1,1,4.0,5.0,11.73,50.5,0.0,3,19.0,3.9649122807017534,9.14,78.28,0.0227272727272727,1,1,1,1
5,1,1,3.0,4.0,0.15,119.19,1.0,3,6.0,4.777777777777778,6.57,82.31,0.1578947368421052,2,2,2,2
5,1,1,3.0,4.666666666666667,9.05,59.97,0.25,14,14.0,4.163265306122449,7.47,82.65,0.044776119402985,2,2,2,2
5,1,1,8.0,3.25,6.01,105.66,0.1428571428571428,8,12.25,4.336734693877551,7.77,82.95,0.0617283950617283,2,2,2,2
4,1,1,4.0,3.5,0.2,118.18,0.0,5,24.6,3.7235772357723578,7.74,81.16,0.0454545454545454,1,1,1,1
5,1,1,3.0,6.0,9.05,59.97,0.3333333333333333,13,22.76923076923077,4.135135135135135,7.81,82.17,0.0532544378698224,2,2,2,2
5,1,1,5.0,5.4,7.04,83.32,0.2,13,14.0,4.554945054945055,8.53,74.39,0.048,2,1,2,1
5,1,1,6.0,4.5,7.78,75.88,0.0,10,12.9,4.131782945736434,7.21,83.76,0.0375,1,2,1,2
5,1,1,4.0,4.5,11.73,50.5,0.0,19,12.789473684210526,4.08641975308642,6.46,91.71,0.0785714285714285,2,2,2,2
5,1,1,1.0,6.0,19.48,121.22,0.0,3,13.333333333333334,4.0,9.03,91.82,0.0571428571428571,2,2,2,2
4,1,1,8.0,5.625,15.88,46.44,0.0,8,32.375,4.328185328185328,8.36,64.07,0.0657894736842105,1,1,1,1
5,1,1,3.0,4.0,0.15,93.81,0.0,7,11.142857142857142,3.858974358974359,6.96,94.76,0.0185185185185185,1,2,1,2
3,1,1,1.0,8.0,19.48,121.22,0.0,10,17.5,4.1657142857142855,7.78,79.3,0.0625,1,2,1,2
4,1,1,3.0,5.333333333333333,9.05,93.81,0.3333333333333333,5,16.6,4.337349397590361,8.07,80.01,0.0757575757575757,2,2,2,2
5,1,1,4.0,8.0,15.68,33.58,0.0,46,13.08695652173913,4.26578073089701,6.71,91.21,0.0405405405405405,2,1,2,1
5,1,1,7.0,5.571428571428571,10.75,81.29,0.2857142857142857,8,19.0,4.309210526315789,7.54,78.08,0.0285714285714285,2,2,2,2
5,1,1,5.0,3.6,7.04,117.16,0.2,4,9.75,4.153846153846154,7.51,78.96,0.1111111111111111,2,2,2,2
1,1,1,2.0,10.0,19.53,-91.3,-0.5,9,15.444444444444445,3.949640287769784,7.95,81.93,0.010752688172043,0,0,0,0
5,1,1,3.0,6.333333333333333,14.31,59.97,0.3333333333333333,1,33.0,4.363636363636363,9.1,63.36,0.0303030303030303,2,1,2,1
3,1,1,6.0,4.666666666666667,11.83,90.77,0.0,11,12.363636363636363,4.279411764705882,7.48,71.85,0.086021505376344,2,1,2,1
5,1,1,2.0,5.0,0.1,120.21,0.5,4,5.75,4.391304347826087,5.98,90.97,0.1904761904761904,2,2,2,2
5,1,1,2.0,4.0,11.63,120.21,0.5,13,14.076923076923077,3.710382513661202,7.4,86.84,0.0517241379310344,2,2,2,2
5,1,1,4.0,6.5,11.73,50.5,0.4,11,20.09090909090909,3.927601809954751,7.35,84.91,0.0338983050847457,2,2,2,2
5,1,1,3.0,5.666666666666667,14.31,93.81,0.6666666666666666,4,13.75,3.981818181818182,6.94,91.61,0.0681818181818181,2,2,2,2
5,1,1,2.0,8.5,0.1,-49.0,0.3333333333333333,11,14.909090909090908,4.121951219512195,6.59,81.73,0.0636363636363636,2,2,2,2
5,1,1,2.0,7.0,11.63,-6.7,0.3333333333333333,7,16.142857142857142,4.36283185840708,9.33,72.05,0.037037037037037,2,1,2,1
5,1,1,8.0,4.625,7.98,88.74,0.1111111111111111,5,8.4,4.4523809523809526,8.77,80.28,0.1212121212121212,2,2,2,2
5,1,1,2.0,5.5,11.63,35.61,0.5,7,17.571428571428573,4.504065040650406,9.02,76.05,0.0,2,2,2,2
1,1,1,2.0,6.0,11.63,35.61,-0.5,3,21.33333333333333,4.234375,9.13,75.24,0.0566037735849056,0,1,0,1
5,1,1,1.0,9.0,0.05,-47.99,0.5,10,11.0,3.8,6.89,86.3,0.0666666666666666,2,2,2,2
5,1,2,11.5,4.565217391304348,8.33,76.72,0.0454545454545454,31,15.612903225806452,4.115702479338843,7.23,78.89,0.0460829493087557,2,2,2,2
5,1,1,3.0,4.0,9.05,119.19,0.0,34,20.61764705882353,4.042796005706134,6.87,76.05,0.0162337662337662,1,1,1,1
5,1,1,2.0,5.0,11.63,77.91,0.5,9,16.11111111111111,4.3310344827586205,8.86,64.41,0.0531914893617021,2,2,2,2
5,1,1,6.0,4.166666666666667,6.57,116.15,0.1666666666666666,24,12.208333333333334,4.395904436860068,7.77,76.22,0.0331491712707182,2,2,2,2
5,1,1,2.0,7.5,11.63,-6.7,0.3333333333333333,6,18.666666666666668,4.517857142857143,8.56,78.28,0.0375,2,1,2,1
5,1,1,6.0,4.5,10.2,49.48,-0.3333333333333333,7,14.428571428571429,4.584158415841584,9.96,74.59,0.054054054054054,0,0,0,0
5,1,1,3.0,8.0,14.31,9.21,0.3333333333333333,5,10.6,4.075471698113208,7.35,86.91,0.0714285714285714,2,2,2,2
4,1,1,8.0,6.25,9.95,29.52,0.0,15,22.4,4.511904761904762,8.75,66.78,0.0144230769230769,0,2,0,2
4,1,1,3.0,6.0,19.58,59.97,0.0,8,16.375,4.145038167938932,6.76,80.51,0.0235294117647058,1,1,1,1
5,1,1,4.0,5.25,0.2,75.88,0.25,18,22.22222222222222,4.51,7.85,64.54,0.0185185185185185,2,2,2,2
5,1,1,4.0,4.5,7.78,75.88,0.2,15,11.933333333333334,4.184357541899441,7.41,82.85,0.043859649122807,2,0,2,0
3,1,1,4.0,5.75,15.68,75.88,0.0,35,12.628571428571428,3.909502262443439,6.84,91.61,0.0,2,2,2,2
5,1,1,13.0,4.6923076923076925,9.5,84.68,0.2307692307692307,62,16.612903225806452,4.238834951456311,6.95,79.6,0.0113122171945701,2,2,2,2
5,1,1,3.0,7.0,14.31,34.59,0.0,29,20.41379310344828,4.04054054054054,6.47,76.96,0.0203252032520325,2,0,2,0
4,1,1,4.0,4.5,7.78,118.18,0.5,5,10.8,5.314814814814815,9.36,66.44,0.0204081632653061,2,2,2,2
5,1,1,1.0,5.0,19.48,36.62,1.0,4,8.5,4.0588235294117645,9.92,68.77,0.1428571428571428,1,2,1,2
5,1,1,4.0,6.0,11.73,75.88,0.25,4,20.0,3.45,6.03,94.19,0.0517241379310344,1,2,1,2
5,1,1,3.0,8.333333333333334,19.58,34.59,0.25,5,16.6,4.192771084337349,8.49,80.21,0.0746268656716417,2,2,2,2
5,1,1,5.0,4.4,10.2,117.16,0.3333333333333333,5,14.8,3.635135135135135,8.21,90.29,0.0,2,1,2,1
3,1,1,6.0,4.666666666666667,14.46,116.15,0.0,6,15.5,4.10752688172043,6.88,81.93,0.0298507462686567,1,2,1,2
1,1,1,3.0,6.0,14.31,34.59,0.0,6,12.333333333333334,4.581081081081081,10.39,68.26,-0.0333333333333333,1,0,1,0
5,1,1,2.0,5.0,11.63,120.21,0.3333333333333333,15,14.466666666666669,3.672811059907834,6.89,91.61,0.0743801652892562,2,2,2,2
5,1,1,6.0,4.5,10.2,83.32,0.1666666666666666,11,18.818181818181817,4.183574879227053,7.56,74.12,0.0387596899224806,2,2,2,2
2,1,3,3.0,4.333333333333333,14.39,100.75,0.0,24,13.958333333333334,4.746268656716418,8.13,73.58,0.009009009009009,0,1,0,1
4,1,1,9.0,3.7777777777777777,5.84,87.72,0.0,5,13.4,4.059701492537314,6.74,83.86,0.0392156862745098,2,2,2,2
5,1,1,6.0,3.8333333333333335,6.57,99.23,0.0,12,12.5,4.1066666666666665,8.31,93.24,0.0555555555555555,2,2,2,2
5,1,4,3.0,3.333333333333333,9.12,92.29,0.0,9,15.11111111111111,4.051470588235294,7.01,82.04,0.1034482758620689,2,2,2,2
5,1,1,2.0,3.5,11.63,120.21,0.5,10,8.1,3.938271604938272,6.85,85.69,0.0161290322580645,2,1,2,1
5,1,2,4.0,6.5,11.93,37.98,0.2222222222222222,11,13.909090909090908,4.470588235294118,9.29,82.24,0.0606060606060606,2,2,2,2
2,1,1,5.0,4.6,10.2,66.4,-0.2,8,11.0,5.329545454545454,9.57,65.01,-0.0129870129870129,1,2,1,2
4,1,1,5.0,3.4,7.04,117.16,0.0,8,17.5,4.335714285714285,7.64,72.16,0.0744680851063829,1,2,1,2
5,1,1,5.0,5.0,13.36,83.32,0.2,4,15.75,4.222222222222222,7.76,81.33,0.0612244897959183,2,2,2,2
5,1,2,2.5,5.6,10.2,66.4,0.1666666666666666,13,7.3076923076923075,4.789473684210527,7.75,79.77,0.1304347826086956,2,2,2,2
5,1,1,5.0,5.6,10.2,15.64,0.0,12,8.0,4.4375,7.52,79.56,0.072463768115942,2,2,2,2
2,1,2,2.0,5.0,11.73,118.18,0.0,6,17.333333333333332,4.259615384615385,7.68,79.3,-0.0133333333333333,1,1,1,1
4,1,1,6.0,5.0,14.46,90.77,0.1666666666666666,7,21.571428571428573,4.1655629139072845,7.46,75.44,0.0588235294117647,1,2,1,2
5,1,1,2.0,3.5,11.63,120.21,0.0,7,8.428571428571429,4.033898305084746,1.03,95.67,0.0638297872340425,1,2,1,2
5,1,1,4.0,5.0,7.78,92.8,0.4,5,24.2,4.082644628099174,7.9,64.64,0.0481927710843373,2,2,2,2
5,1,1,6.0,3.8333333333333335,9.2,99.23,0.1666666666666666,11,13.454545454545457,4.567567567567568,8.06,74.79,0.054054054054054,2,1,2,1
5,1,1,2.0,7.0,19.53,77.91,0.0,7,18.0,4.055555555555555,7.41,87.05,0.0864197530864197,1,2,1,2
5,1,1,2.0,7.0,0.1,35.61,0.5,4,11.75,4.0212765957446805,7.25,93.34,0.0277777777777777,2,2,2,2
3,1,1,1.0,2.0,0.05,121.22,0.0,5,14.4,3.8472222222222223,8.52,90.7,0.0555555555555555,1,1,1,1
5,1,1,3.0,3.6666666666666665,9.05,93.81,0.25,7,12.857142857142858,3.6,7.05,93.14,0.0655737704918032,2,2,2,2
5,1,1,3.0,3.6666666666666665,0.15,119.19,0.3333333333333333,15,15.2,4.732456140350878,8.12,71.85,0.0529801324503311,2,2,2,2
1,1,1,2.0,9.5,19.53,-91.3,-0.3333333333333333,4,14.75,4.440677966101695,8.09,68.4,0.0217391304347826,0,0,0,0
3,1,1,4.0,4.5,15.68,50.5,0.0,9,20.0,4.227777777777778,7.7,76.56,0.0227272727272727,1,1,1,1
5,1,1,5.0,3.4,0.25,117.16,0.2,3,16.666666666666668,3.82,6.04,96.82,0.048780487804878,2,2,2,2
5,1,1,5.0,6.0,16.52,66.4,0.6,6,12.0,5.055555555555555,9.28,76.22,0.0967741935483871,2,2,2,2
4,1,1,4.0,7.75,15.68,50.5,0.2,8,16.875,4.8,9.03,71.75,0.054054054054054,2,1,2,1
4,1,1,2.0,5.5,19.53,77.91,0.5,7,15.714285714285714,3.9,6.45,89.68,0.0133333333333333,2,0,2,0
2,1,1,7.0,4.428571428571429,8.5,64.37,-0.125,8,17.75,4.274647887323944,7.63,78.79,0.0560747663551401,1,1,1,1
5,1,2,4.0,5.875,7.78,33.58,0.2222222222222222,10,12.4,4.193548387096774,7.15,76.32,0.0909090909090909,2,2,2,2
5,1,1,5.0,6.8,13.36,66.4,0.0,6,19.166666666666668,4.582608695652174,9.08,69.41,0.0212765957446808,1,2,1,2
5,1,1,6.0,5.333333333333333,9.2,73.85,0.5,9,11.88888888888889,4.046728971962617,8.97,85.69,0.0384615384615384,2,2,2,2
1,1,1,11.0,5.181818181818182,12.79,68.77,0.0,15,11.266666666666667,4.171597633136095,8.45,76.52,0.0,0,0,0,0
5,1,1,4.0,5.5,7.78,75.88,0.0,18,17.22222222222222,3.8451612903225807,6.79,88.57,0.0372670807453416,1,2,1,2
2,1,2,0.5,12.0,19.48,36.62,0.0,12,28.666666666666668,4.47093023255814,8.54,56.63,0.0199004975124378,1,1,1,1
5,1,1,8.0,4.5,9.95,88.74,0.1111111111111111,12,18.75,3.991111111111111,7.57,86.74,0.0416666666666666,2,1,2,1
1,1,1,3.0,3.6666666666666665,9.05,119.19,0.3333333333333333,37,10.756756756756756,4.203517587939698,7.31,84.27,0.0137614678899082,1,2,1,2
4,1,1,2.0,5.5,11.63,77.91,0.5,6,12.666666666666666,4.118421052631579,6.57,84.17,0.0172413793103448,2,2,2,2
5,1,2,4.5,3.7777777777777777,7.59,113.1,0.1,6,21.666666666666668,4.476923076923077,8.29,66.88,-0.053763440860215,2,0,2,0
5,1,1,4.0,6.0,11.73,75.88,0.5,9,7.111111111111111,4.828125,10.01,87.62,0.1111111111111111,2,2,2,2
5,1,1,3.0,6.333333333333333,14.31,59.97,0.6666666666666666,8,15.625,3.832,6.92,87.15,0.1095890410958904,2,2,2,2
4,1,1,4.0,3.25,7.78,118.18,0.0,6,10.333333333333334,4.5,8.2,78.55,0.0769230769230769,1,2,1,2
5,1,1,3.0,5.333333333333333,9.05,34.59,0.3333333333333333,4,8.75,5.0,10.53,68.06,0.1515151515151515,2,2,2,2
5,1,1,2.0,6.0,0.1,-6.7,0.5,20,11.15,4.47085201793722,7.69,77.13,0.1515151515151515,2,2,2,2
4,1,1,10.0,3.8,8.87,95.17,0.2222222222222222,10,23.7,4.430379746835443,7.95,72.9,0.0134228187919463,1,2,1,2
4,1,1,10.0,4.5,7.29,69.79,0.0909090909090909,14,14.142857142857142,4.287878787878788,7.3,82.54,0.0,2,1,2,1
5,1,1,3.0,6.0,14.31,34.59,0.0,25,13.52,4.177514792899408,7.32,83.25,0.0357142857142857,1,2,1,2
5,1,1,3.0,4.333333333333333,9.05,93.81,0.0,22,12.954545454545457,4.449122807017544,7.3,83.05,0.0174418604651162,1,2,1,2
5,1,1,3.0,6.0,14.31,93.81,0.25,9,15.333333333333334,3.942028985507247,6.79,82.34,0.0232558139534883,2,2,2,2
4,1,1,5.0,4.2,7.78,75.88,-0.1666666666666666,16,13.4375,3.883720930232558,7.72,92.53,-0.0074626865671641,2,0,2,0
4,1,1,2.0,7.0,11.63,-6.7,0.3333333333333333,13,13.23076923076923,3.924418604651162,7.05,91.92,0.0934579439252336,2,1,2,1
4,1,1,7.0,3.857142857142857,8.5,89.75,0.0,9,15.666666666666666,3.9574468085106393,7.32,81.73,0.0555555555555555,2,1,2,1
4,1,2,4.0,4.875,9.76,109.72,0.1,15,15.8,3.628691983122363,6.39,89.79,0.0223880597014925,2,2,2,2
4,1,1,3.0,3.6666666666666665,0.15,119.19,0.0,16,16.0625,4.272373540856031,6.95,80.51,0.0335570469798657,2,1,2,1
5,1,1,7.0,4.285714285714286,10.75,89.75,0.125,11,11.545454545454543,4.622047244094488,8.68,76.72,0.0843373493975903,2,2,2,2
4,1,1,6.0,5.333333333333333,9.2,56.93,0.0,3,13.666666666666666,4.121951219512195,7.01,82.95,0.0256410256410256,2,2,2,2
1,1,1,7.0,5.142857142857143,10.75,81.29,0.0,10,12.7,4.511811023622047,7.44,82.54,0.0319148936170212,1,0,1,0
5,1,1,2.0,3.5,0.1,120.21,0.5,8,12.5,4.09,8.76,92.83,0.0704225352112676,2,1,2,1
5,1,1,2.0,5.5,11.63,120.21,0.3333333333333333,10,20.9,4.239234449760765,7.7,67.18,0.0076335877862595,2,1,2,1
3,1,1,6.0,3.5,6.57,90.77,0.0,8,17.625,4.156028368794326,8.26,80.01,0.0,0,0,0,0
3,1,1,7.0,4.714285714285714,6.24,89.75,0.0,41,13.609756097560975,4.057347670250896,6.91,83.05,0.0147058823529411,1,1,1,1
4,1,1,3.0,7.0,19.58,9.21,0.0,9,16.88888888888889,4.703947368421052,8.46,62.98,0.0363636363636363,1,2,1,2
1,1,1,5.0,5.2,7.04,83.32,0.0,14,13.071428571428571,3.9617486338797816,7.88,84.27,0.0169491525423728,1,1,1,1
5,1,1,6.0,3.333333333333333,11.73,75.88,0.1666666666666666,9,18.22222222222222,4.353658536585366,8.32,68.3,0.032520325203252,2,0,2,0
5,1,1,2.0,8.5,19.53,-49.0,0.5,4,11.0,4.363636363636363,8.13,85.69,0.1081081081081081,2,2,2,2
5,1,1,3.0,6.666666666666667,14.31,59.97,0.3333333333333333,9,11.22222222222222,4.108910891089109,6.22,93.95,0.046875,2,2,2,2
4,1,1,3.0,5.0,0.15,93.81,0.3333333333333333,7,16.142857142857142,4.247787610619469,7.95,72.16,0.0375,2,2,2,2
5,1,1,3.0,9.0,24.84,-50.02,0.3333333333333333,4,19.0,3.8157894736842106,8.04,87.05,0.087719298245614,1,2,1,2
5,1,1,1.0,7.0,19.48,36.62,0.5,6,17.166666666666668,4.262135922330097,7.4,79.4,0.0263157894736842,2,1,2,1
5,1,1,9.0,4.0,7.59,87.72,0.1,4,21.25,3.635294117647059,6.62,85.22,0.046875,1,2,1,2
5,1,1,4.0,6.25,7.78,75.88,0.0,12,15.25,4.207650273224044,8.03,81.83,0.0583333333333333,1,2,1,2
5,1,1,1.0,7.0,19.48,36.62,1.0,2,12.0,4.5,8.33,85.18,0.0909090909090909,2,2,2,2
5,1,1,9.0,5.333333333333333,18.12,79.26,0.0,41,16.75609756097561,4.691411935953421,7.94,70.94,0.0485436893203883,1,1,1,1
5,1,1,2.0,4.0,0.1,120.21,0.5,9,20.55555555555556,3.832432432432432,7.83,85.32,-0.0423728813559322,2,2,2,2
5,1,1,2.0,4.0,0.1,120.21,0.5,3,9.666666666666666,4.448275862068965,7.38,87.01,0.1153846153846153,2,2,2,2
4,1,1,8.0,6.75,13.9,29.52,0.125,12,14.833333333333334,5.325842696629214,8.81,73.37,0.0983606557377049,1,1,1,1
3,1,1,7.0,6.142857142857143,10.75,55.91,0.0,7,19.857142857142858,4.58273381294964,9.85,76.66,0.010204081632653,1,1,1,1
5,1,1,7.0,3.4285714285714284,0.35,115.13,0.0,12,14.166666666666666,4.229411764705882,7.78,69.72,0.0277777777777777,1,2,1,2
5,1,1,3.0,3.6666666666666665,0.15,119.19,0.3333333333333333,19,13.63157894736842,4.05019305019305,7.51,81.02,0.0189873417721519,2,1,2,1
4,1,1,2.0,4.0,0.1,120.21,0.5,4,12.75,4.2745098039215685,8.3,83.86,0.0454545454545454,2,2,2,2
5,1,1,3.0,5.0,9.05,93.81,0.3333333333333333,2,9.0,4.111111111111111,6.71,96.18,0.1764705882352941,2,2,2,2
5,1,1,8.0,4.5,7.98,80.28,0.25,7,10.428571428571429,3.8767123287671232,6.75,86.3,0.0701754385964912,2,2,2,2
4,1,1,12.0,4.5,10.81,67.76,0.0833333333333333,5,15.6,3.6538461538461537,6.91,90.09,0.0,2,1,2,1
3,1,1,4.0,6.25,7.78,50.5,0.0,11,14.727272727272728,3.728395061728395,6.8,91.21,0.0206185567010309,2,2,2,2
5,1,1,3.0,5.0,14.31,59.97,0.3333333333333333,2,15.5,3.5806451612903225,7.01,98.55,0.0714285714285714,2,2,2,2
4,1,1,4.0,4.75,11.73,92.8,0.0,1,27.0,4.814814814814815,10.24,60.99,-0.0384615384615384,1,0,1,0
5,1,1,1.0,9.0,0.05,-47.99,0.5,35,11.82857142857143,4.050724637681159,6.81,84.88,0.037037037037037,2,2,2,2
2,1,1,11.0,5.727272727272728,16.76,35.95,-0.1666666666666666,14,12.571428571428571,4.261363636363637,7.32,84.17,0.0350877192982456,0,0,0,0
5,1,1,5.0,4.4,7.04,100.24,0.0,1,20.0,4.0,8.58,76.56,0.125,1,2,1,2
5,1,1,4.0,3.75,7.78,118.18,0.6,9,19.444444444444443,4.194285714285714,7.95,77.27,0.0254237288135593,2,2,2,2
5,1,1,3.0,4.666666666666667,9.05,93.81,0.3333333333333333,2,25.5,5.0588235294117645,10.16,62.51,0.0444444444444444,2,2,2,2
2,1,1,4.0,5.5,11.73,33.58,0.0,13,19.615384615384617,4.203921568627451,7.97,75.74,0.0,0,1,0,1
1,1,1,3.0,6.0,14.31,34.59,0.0,4,18.75,4.253333333333333,8.82,78.08,-0.015625,1,0,1,0
5,1,1,6.0,5.5,11.83,73.85,0.1428571428571428,15,23.0,4.773913043478261,9.17,57.3,0.02,1,1,1,1
5,1,1,6.0,4.833333333333333,9.2,56.93,0.2,11,19.818181818181817,4.344036697247707,8.34,69.01,0.0145985401459854,2,2,2,2
1,1,1,7.0,3.7142857142857135,0.35,115.13,0.0,7,15.428571428571429,4.037037037037037,7.36,81.53,-0.0533333333333333,1,0,1,0
5,1,1,3.0,6.666666666666667,14.31,34.59,0.25,8,17.25,4.268115942028985,7.84,76.96,0.0612244897959183,2,2,2,2
3,1,1,6.0,6.333333333333333,6.57,48.47,0.1666666666666666,9,21.55555555555556,5.061855670103093,9.77,58.21,-0.0067114093959731,2,1,2,1
5,1,1,3.0,6.333333333333333,9.05,34.59,0.3333333333333333,6,10.5,3.7777777777777777,6.93,93.54,0.1320754716981132,2,2,2,2
3,1,1,5.0,3.8,7.04,117.16,0.4,3,14.333333333333334,4.1395348837209305,8.17,91.41,0.027027027027027,1,2,1,2
1,1,1,5.0,3.0,11.73,118.18,0.0,2,10.5,3.857142857142857,1.27,103.12,0.05,1,1,1,1
1,1,2,4.0,6.0,11.73,50.5,-0.1111111111111111,20,14.7,4.459183673469388,7.28,82.34,-0.0279329608938547,0,0,0,0
5,1,1,4.0,6.0,7.78,50.5,0.25,6,20.666666666666668,3.741935483870968,6.57,75.84,0.0,2,2,2,2
5,1,1,3.0,5.666666666666667,0.15,34.59,0.3333333333333333,3,10.666666666666666,4.1875,8.61,85.99,0.1851851851851851,2,2,2,2
5,1,1,5.0,5.4,10.2,32.56,0.1666666666666666,10,9.3,4.344086021505376,7.23,94.96,0.0821917808219178,2,2,2,2
4,1,1,3.0,6.0,9.05,34.59,0.3333333333333333,8,15.375,4.024390243902439,7.87,89.68,0.0,2,1,2,1
4,1,1,2.0,6.5,11.63,77.91,0.5,19,12.263157894736842,4.201716738197425,7.73,83.76,0.0461538461538461,2,2,2,2
5,1,1,5.0,6.0,16.52,83.32,0.2,4,10.75,4.069767441860465,6.84,94.86,0.1081081081081081,2,2,2,2
5,1,2,4.5,3.2222222222222223,0.45,113.1,0.1,4,10.0,4.975,7.29,69.79,0.0256410256410256,2,2,2,2
5,1,1,4.0,4.0,0.2,92.8,0.25,6,19.33333333333333,3.8793103448275854,6.92,85.83,0.0259740259740259,2,2,2,2
5,1,1,2.0,6.0,11.63,35.61,0.5,6,13.5,3.7160493827160495,7.35,92.32,0.0634920634920634,2,2,2,2
2,1,1,10.0,4.2,7.29,86.71,0.0,9,13.77777777777778,3.806451612903226,7.16,79.9,0.025,1,0,1,0
4,1,1,5.0,4.6,0.25,100.24,0.0,32,16.15625,4.2011605415860735,7.0,79.9,0.0079365079365079,2,1,2,1
5,1,2,2.5,4.2,7.04,83.32,0.0,21,15.61904761904762,4.170731707317073,6.82,80.21,0.0659340659340659,2,1,2,1
2,1,4,1.25,7.6,16.52,15.64,0.125,63,7.619047619047619,4.164583333333334,7.54,79.97,0.0262172284644194,1,1,1,1
3,1,1,4.0,4.5,7.78,92.8,0.25,7,8.857142857142858,4.274193548387097,6.03,84.27,0.0408163265306122,2,2,2,2
4,1,1,2.0,7.0,19.53,35.61,0.5,5,13.0,4.0,6.57,84.47,0.0754716981132075,1,2,1,2
3,1,1,1.0,5.0,19.48,121.22,0.0,5,17.4,3.7586206896551726,7.34,88.67,0.0175438596491228,1,1,1,1
4,1,1,5.0,4.2,0.25,100.24,0.0,6,18.5,3.774774774774775,6.26,86.54,-0.0142857142857142,1,1,1,1
5,1,1,2.0,6.5,19.53,120.21,-0.3333333333333333,21,16.428571428571427,4.805797101449276,8.45,70.02,0.0358744394618834,1,2,1,2
5,1,1,3.0,5.333333333333333,0.15,59.97,0.6666666666666666,17,12.529411764705882,4.136150234741784,6.37,91.82,0.0551181102362204,2,1,2,1
5,1,1,5.0,4.0,7.04,117.16,-0.25,18,16.055555555555557,4.055363321799308,6.68,88.97,0.0172413793103448,1,1,1,1
5,1,1,5.0,5.0,10.2,100.24,0.0,17,15.647058823529411,4.2819548872180455,7.67,79.4,0.0650887573964497,2,2,2,2
4,1,1,8.0,3.875,6.01,80.28,0.0,15,14.4,4.013888888888889,7.0,90.8,0.0826446280991735,2,2,2,2
5,1,1,3.0,5.666666666666667,9.05,59.97,0.3333333333333333,6,26.166666666666668,4.229299363057325,8.01,71.18,0.0380952380952381,2,2,2,2
3,1,1,8.0,4.125,6.01,80.28,0.0,7,11.714285714285714,4.170731707317073,7.22,85.59,0.0163934426229508,0,0,0,0
5,1,1,3.0,5.666666666666667,14.31,59.97,0.3333333333333333,8,13.0,4.548076923076923,8.96,65.62,0.0657894736842105,2,2,2,2
